StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,Repeat,Incognito,Promptly,18orOlder,Understood,WantToContinue,Age,Gender,Country,EdLevel,Major,Browser_Browser,Browser_Version,Browser_Operating System,Browser_Resolution,EdOther,workerId,hitID,assignmentId,sessionID,FL_70_DO
1/28/2021 12:16,1/28/2021 12:22,IP Address,45.41.134.165,100,369,TRUE,1/28/2021 12:22,R_324mCeAHOC4v2JA,,,,,37.75100708,-97.8219986,anonymous,EN,A2WTTEGP6KM17,TRUE,TRUE,TRUE,Yes,Yes,Yes,57,Female,United States of America,4-year College Degree,Computer Networking,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,A2WTTEGP6KM17,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3XLBSAQ9Z4CLXSG9XTQDCQWVUMN7Z4,hardmap,FL_82
1/28/2021 11:59,1/28/2021 12:33,IP Address,173.168.79.241,100,2019,TRUE,1/28/2021 12:33,R_2xWOLxyBIXkwas0,,,,,27.90319824,-82.29109955,anonymous,EN,A3NKA0NIM0TX5C,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Male,United States of America,High School / GED,IT,Firefox,86,Linux x86_64,1366x768,,A3NKA0NIM0TX5C,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3RRCEFRB7MCSW7VAPHC3NW5ICH9B4G,mediumfov,FL_79
1/28/2021 12:46,1/28/2021 12:49,IP Address,73.242.193.201,100,179,TRUE,1/28/2021 12:49,R_2f7qUzluO1SkUxw,,,,,35.13490295,-106.6401978,anonymous,EN,A1DIOT6SG0NJU6,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Female,United States of America,2-year College Degree,Education,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A1DIOT6SG0NJU6,3MYASTQBG7BQEPIYB85KX5YSL0AQDK,3R2UR8A0IAG3D38TDXJUQR2FCBWXOK,mediummap,FL_80
1/28/2021 12:47,1/28/2021 12:50,IP Address,107.77.208.59,100,183,TRUE,1/28/2021 12:50,R_2rJfvc53KjK6EWy,,,,,41.97039795,-87.70359802,anonymous,EN,ALKQPW0O9C98N,TRUE,TRUE,TRUE,Yes,Yes,Yes,47,Female,United States of America,4-year College Degree,Information Technology,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,ALKQPW0O9C98N,3MYASTQBG7BQEPIYB85KX5YSL0AQDK,3M81GAB8A0JZLCI8NEJGQZ6N89UQBG,easyfov,FL_77
1/28/2021 12:52,1/28/2021 12:56,IP Address,70.119.238.59,100,248,TRUE,1/28/2021 12:56,R_2rwGlRvdmn0sAeb,,,,,32.9992981,-96.83460236,anonymous,EN,A1M0QJIES2FARU,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Male,United States of America,4-year College Degree,biology,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,A1M0QJIES2FARU,3MYASTQBG7BQEPIYB85KX5YSL0AQDK,3OJSZ2ATDSWNQEWKQ5JXNMP0TND57T,hardmap,FL_82
1/28/2021 12:57,1/28/2021 12:59,IP Address,68.251.38.141,100,127,TRUE,1/28/2021 12:59,R_1gjyhHpF7j1L0hS,,,,,27.64109802,-80.47820282,anonymous,EN,A12IHTKQFQIPD1,TRUE,TRUE,TRUE,Yes,Yes,Yes,37,Male,United States of America,High School / GED,N/A,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A12IHTKQFQIPD1,3SBX2M1TKDNDETZ5IX4RU14M8NI4QM,3Z7EFSHGN9E24EBQNSA3VR8YNXHCX6,easymap,FL_78
1/28/2021 12:47,1/28/2021 13:02,IP Address,192.200.158.102,100,895,TRUE,1/28/2021 13:02,R_3nDixKmvdt76Zks,,,,,33.44129944,-112.042099,anonymous,EN,A11EBMORZXLJJJ,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Male,United States of America,4-year College Degree,ENGINEERING,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A11EBMORZXLJJJ,3SBX2M1TKDNDETZ5IX4RU14M8NI4QM,3F6KKYWMNB17XC30LII5HVZI6JJNDX,mediumfov,FL_79
1/28/2021 13:05,1/28/2021 13:07,IP Address,24.208.188.198,100,102,TRUE,1/28/2021 13:07,R_2cvDDoBs5dXkusC,,,,,40.74159241,-84.15219879,anonymous,EN,A1T643M1P572AA,TRUE,TRUE,TRUE,Yes,Yes,Yes,39,Male,United States of America,High School / GED,,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A1T643M1P572AA,3SBX2M1TKDNDETZ5IX4RU14M8NI4QM,3BWI6RSP7G9NMXPD16C0RGVD6GC7EW,hardfov,FL_81
1/28/2021 13:07,1/28/2021 13:20,IP Address,47.24.36.192,100,784,TRUE,1/28/2021 13:20,R_1mhgdiVgU3vSdM7,,,,,32.86849976,-97.28630066,anonymous,EN,AHVM9ORYY3F5J,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Female,United States of America,4-year College Degree,Studio Art,Chrome,88.0.4324.96,Macintosh,1280x800,,AHVM9ORYY3F5J,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3TXMY6UCAEOIVHAE1EFB1JC5QURCQ6,easyfov,FL_77
1/21/2021 13:40,1/21/2021 13:42,IP Address,47.35.183.192,25,159,FALSE,1/28/2021 13:42,R_1QGCr731vEjpTCR,,,,,,,anonymous,EN,A32TGAK321JDFF,TRUE,TRUE,TRUE,,,,,,,,,,,,,,A32TGAK321JDFF,3WA2XVDZEMH2WDDESU26XIZML5TE6M,3IRIK4HM3AKPLZRUM51DVEVEP8X6CE,FS_1QGCr731vEjpTCR,
1/28/2021 14:16,1/28/2021 14:20,IP Address,24.33.82.109,100,245,TRUE,1/28/2021 14:20,R_27W0wVy2w1vqmlZ,,,,,39.45219421,-83.84100342,anonymous,EN,AHZP05WVFXXCG,TRUE,TRUE,TRUE,Yes,Yes,Yes,44,Female,United States of America,4-year College Degree,English Literature,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,AHZP05WVFXXCG,3EFNPKWBMSO484B21L5T5QLYHKS308,3OCHAWUVGOKKNCNEF5R1JAL6S6VKXW,mediummap,FL_80
1/28/2021 14:20,1/28/2021 14:22,IP Address,24.89.17.181,100,148,TRUE,1/28/2021 14:22,R_1qh0JKMV6WsEerk,,,,,39.6342926,-77.73370361,anonymous,EN,A4SC8G0149GEG,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Male,United States of America,Some College,Computer Science,Chrome,88.0.4324.104,Windows NT 10.0,1463x823,,A4SC8G0149GEG,3EFNPKWBMSO484B21L5T5QLYHKS308,3B3WTRP3DB2Z501QNJFJ3BDU43I92G,easymap,FL_78
1/28/2021 14:16,1/28/2021 14:23,IP Address,128.92.68.98,100,416,TRUE,1/28/2021 14:23,R_1jJkwH1wWcO1otc,,,,,34.94459534,-82.2213974,anonymous,EN,A3191G66DZEGEB,TRUE,TRUE,TRUE,Yes,Yes,Yes,28,Male,United States of America,4-year College Degree,Biology,Edge,87.0.664.75,Windows NT 10.0,1536x864,,A3191G66DZEGEB,3EFNPKWBMSO484B21L5T5QLYHKS308,3WQ3B2KGE8GB48YR2ZT1PYYF0X71B1,hardmap,FL_82
1/28/2021 14:17,1/28/2021 14:23,IP Address,73.149.129.59,100,357,TRUE,1/28/2021 14:23,R_2ZDB6ST80QtxLZX,,,,,41.91369629,-70.63929749,anonymous,EN,A10AVWALIHR4UQ,TRUE,TRUE,TRUE,Yes,Yes,Yes,37,Male,United States of America,4-year College Degree,Business administration,Firefox,84,Windows NT 10.0,1920x1080,,A10AVWALIHR4UQ,3EFNPKWBMSO484B21L5T5QLYHKS308,3AMYWKA6YBMQUOOXCAA4QEPVF766O8,hardfov,FL_81
1/28/2021 14:18,1/28/2021 14:24,IP Address,65.4.139.3,100,365,TRUE,1/28/2021 14:24,R_129n08c5tgHagQ5,,,,,25.66389465,-80.43720245,anonymous,EN,A21SF3IKIZB0VN,TRUE,TRUE,TRUE,Yes,Yes,Yes,74,Female,United States of America,Doctoral Degree,political rhetoric,Chrome,49.0.2623.112,Macintosh,1280x1024,,A21SF3IKIZB0VN,3YCT0L9OMM9BDHOOS68SOAPNHT1SNZ,3QXNC7EIPIVS9QYC8WB5KNKF75Y90W,mediumfov,FL_79
1/28/2021 14:22,1/28/2021 14:24,IP Address,70.126.253.97,100,127,TRUE,1/28/2021 14:24,R_1C9OuXx9BdRX1RM,,,,,28.11309814,-81.62409973,anonymous,EN,A3PHU8OHA8PONE,TRUE,TRUE,TRUE,Yes,Yes,Yes,38,Male,United States of America,High School / GED,Did not have one,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A3PHU8OHA8PONE,3EFNPKWBMSO484B21L5T5QLYHKS308,3OCHAWUVGOKKNCNEF5R1JAL6S6VKXW,easymap,FL_78
1/28/2021 14:16,1/28/2021 14:25,IP Address,99.75.53.174,100,544,TRUE,1/28/2021 14:25,R_2X5s5meNUhEKYHi,,,,,42.00030518,-88.14219666,anonymous,EN,A17TKHT8FEVH0R,TRUE,TRUE,TRUE,Yes,Yes,Yes,26,Male,United States of America,2-year College Degree,Finance,Chrome,87.0.4280.141,Windows NT 10.0,1600x900,,A17TKHT8FEVH0R,3YZ7A3YHR5T7NSIIO6C6UTP1Q825SN,36PW28KO4ZW55ZNB89OK17X37OQAEY,hardfov,FL_81
1/28/2021 14:23,1/28/2021 14:28,IP Address,136.32.86.98,100,289,TRUE,1/28/2021 14:28,R_1QoKtZRBXm2rHzE,,,,,39.01330566,-94.59159851,anonymous,EN,A1GE5V7MX2DPG7,TRUE,TRUE,TRUE,Yes,Yes,Yes,45,Female,United States of America,High School / GED,Accounting,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A1GE5V7MX2DPG7,3YCT0L9OMM9BDHOOS68SOAPNHT1SNZ,3Z7ISHFUH0VPX6LS7YIJQQSQ56Z8ZY,mediummap,FL_80
1/28/2021 14:25,1/28/2021 14:31,IP Address,70.172.10.126,100,317,TRUE,1/28/2021 14:31,R_3kd0bwp0WAvFrM7,,,,,33.31990051,-112.0675964,anonymous,EN,A3DJJQP3ATMFKP,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Female,United States of America,High School / GED,NA,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,A3DJJQP3ATMFKP,3EFNPKWBMSO484B21L5T5QLYHKS308,3SB5N7Y3O347O0LKM2HFC462BITG0U,easyfov,FL_77
1/28/2021 14:27,1/28/2021 14:33,IP Address,67.85.86.64,100,370,TRUE,1/28/2021 14:33,R_ut9mXHCOSVZmmaJ,,,,,40.85470581,-73.92179871,anonymous,EN,ADAL2H41ZBWAK,TRUE,TRUE,TRUE,Yes,Yes,Yes,51,Male,United States of America,2-year College Degree,Paralegal,Chrome,88.0.4324.104,Windows NT 6.1,1152x864,,ADAL2H41ZBWAK,3EFNPKWBMSO484B21L5T5QLYHKS308,3O7L7BFSHEPKBH69KXGXI5LMKWVIEA,mediumfov,FL_79
1/28/2021 14:32,1/28/2021 14:34,IP Address,47.27.231.52,100,150,TRUE,1/28/2021 14:34,R_0fxBok7M20CjHuV,,,,,36.06829834,-119.0343018,anonymous,EN,AYQAO6B91191T,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Male,United States of America,High School / GED,Computer Science,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,AYQAO6B91191T,3YCT0L9OMM9BDHOOS68SOAPNHT1SNZ,3TPZPLC3M0C9I5DG88PL8BI1FL03PG,hardmap,FL_82
1/28/2021 14:23,1/28/2021 14:39,IP Address,72.173.205.170,100,914,TRUE,1/28/2021 14:39,R_2wgCtN6oshT0dNU,,,,,35.20829773,-89.80580139,anonymous,EN,A1OWHPMKE7YAGL,TRUE,TRUE,TRUE,Yes,Yes,Yes,39,Female,United States of America,2-year College Degree,Sociology,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,,A1OWHPMKE7YAGL,3EFNPKWBMSO484B21L5T5QLYHKS308,36U2A8VAG1Z9NHDOK1D32OSFUCPKY2,easyfov,FL_77
1/28/2021 14:39,1/28/2021 14:42,IP Address,24.10.22.33,100,168,TRUE,1/28/2021 14:42,R_31pgxTqSO4VcnZe,,,,,38.69670105,-121.3130035,anonymous,EN,AKVDY8OXNMQED,TRUE,TRUE,TRUE,Yes,Yes,Yes,69,Male,United States of America,2-year College Degree,electronics,Chrome,88.0.4324.96,Macintosh,1440x900,,AKVDY8OXNMQED,3YZ7A3YHR5T7NSIIO6C6UTP1Q825SN,3LQ8PUHQFLSWVRXBAYO338IZCCNIHQ,mediummap,FL_80
1/28/2021 14:35,1/28/2021 14:42,IP Address,68.109.61.30,100,414,TRUE,1/28/2021 14:42,R_3qaHUkOs15WwgeG,,,,,32.89360046,-83.74299622,anonymous,EN,AW5O1RK3W60FC,TRUE,TRUE,TRUE,Yes,Yes,Yes,58,Female,United States of America,4-year College Degree,Accounting,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,AW5O1RK3W60FC,3YZ7A3YHR5T7NSIIO6C6UTP1Q825SN,3L70J4KAZGM0DT9BCED0VPFI7CPAD5,mediumfov,FL_79
1/28/2021 14:38,1/28/2021 14:43,IP Address,108.220.13.47,100,269,TRUE,1/28/2021 14:43,R_1I9FjVLrM3jzx5j,,,,,32.8618927,-97.34269714,anonymous,EN,AXY0D2AMLKE2A,TRUE,TRUE,TRUE,Yes,Yes,Yes,38,Male,United States of America,4-year College Degree,business administration,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,AXY0D2AMLKE2A,3YCT0L9OMM9BDHOOS68SOAPNHT1SNZ,3EFE17QCRC5LP507FAIH7AOMLAPHSH,easymap,FL_78
1/28/2021 14:39,1/28/2021 14:44,IP Address,73.36.3.127,100,313,TRUE,1/28/2021 14:44,R_yPdDfVsV3LSGFup,,,,,42.04690552,-88.10510254,anonymous,EN,A37GOI3N77WX21,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Male,United States of America,High School / GED,Data Entry,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A37GOI3N77WX21,3YZ7A3YHR5T7NSIIO6C6UTP1Q825SN,3D3VGR7TA0FUUITVL0TAD6IGG3O3R8,hardfov,FL_81
1/28/2021 14:43,1/28/2021 14:45,IP Address,174.250.22.5,100,133,TRUE,1/28/2021 14:45,R_1FA0lopiL7ehSr0,,,,,37.75100708,-97.8219986,anonymous,EN,A15PHPJA7AWCS3,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Male,United States of America,Some College,Information Technology,Chrome,87.0.4280.126,CrOS x86_64 13505.85.0,1366x768,,A15PHPJA7AWCS3,3YZ7A3YHR5T7NSIIO6C6UTP1Q825SN,3DYGAII7PL81P6JI6J1HLJBCPDFQP7,hardmap,FL_82
1/28/2021 14:40,1/28/2021 14:46,IP Address,173.67.49.232,100,338,TRUE,1/28/2021 14:46,R_eVug1HKwud1cWZP,,,,,39.26190186,-76.49919891,anonymous,EN,A3RL02A3JRAUS4,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Female,United States of America,Other,N/A,Chrome,88.0.4324.104,Windows NT 10.0,1600x900,4 year union sheet metal apprenticeship,A3RL02A3JRAUS4,3YZ7A3YHR5T7NSIIO6C6UTP1Q825SN,3K2755HG5S3V9KQJNUZS9QQ94S2DFL,mediummap,FL_80
1/28/2021 14:48,1/28/2021 14:53,IP Address,68.44.120.80,100,316,TRUE,1/28/2021 14:53,R_bjUGyZPROdWN0Rz,,,,,40.11369324,-85.72350311,anonymous,EN,AAJ1ZQECDZBEE,TRUE,TRUE,TRUE,Yes,Yes,Yes,43,Male,United States of America,4-year College Degree,Business Management,Chrome,88.0.4324.96,Windows NT 10.0,1600x900,,AAJ1ZQECDZBEE,3EFNPKWBMSO484B21L5T5QLYHKS308,3DI28L7YXAE9BBABCQVRQ6403UK1E1,mediumfov,FL_79
1/28/2021 14:47,1/28/2021 14:55,IP Address,185.245.87.220,100,472,TRUE,1/28/2021 14:55,R_1gvaMLPErP1DfRe,,,,,34.04849243,-118.2528992,anonymous,EN,A2AT5B7RW4VXBX,TRUE,TRUE,TRUE,Yes,Yes,Yes,39,Female,United States of America,4-year College Degree,Secondary Education,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A2AT5B7RW4VXBX,3YZ7A3YHR5T7NSIIO6C6UTP1Q825SN,32UTUBMZ7GWRQKEP9DDQWM5VP1FVBL,hardmap,FL_82
1/28/2021 14:44,1/28/2021 14:58,IP Address,70.161.94.169,100,811,TRUE,1/28/2021 14:58,R_1Nh42BWVQa5SCwV,,,,,36.80560303,-76.26660156,anonymous,EN,A35K3YVCX1LVPE,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Female,United States of America,Some College,Computer Engineer,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A35K3YVCX1LVPE,3YCT0L9OMM9BDHOOS68SOAPNHT1SNZ,3HMIGG0U4L6PSGBNBCG0CJJOZCV8Y7,easyfov,FL_77
1/28/2021 14:49,1/28/2021 14:58,IP Address,70.176.79.62,100,536,TRUE,1/28/2021 14:58,R_2aho9z1AD7gRZRA,,,,,32.21299744,-110.8279037,anonymous,EN,A1Q6VY3C3CEOA0,TRUE,TRUE,TRUE,Yes,Yes,Yes,47,Male,United States of America,4-year College Degree,Music Theory and Composition,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,,A1Q6VY3C3CEOA0,3EFNPKWBMSO484B21L5T5QLYHKS308,3O7L7BFSHEPKBH69KXGXI5LMKWVIEA,hardfov,FL_81
1/28/2021 14:57,1/28/2021 14:58,IP Address,96.60.46.51,100,102,TRUE,1/28/2021 14:58,R_aWfVMH9jURmMMF3,,,,,44.8000946,-89.68630219,anonymous,EN,A1NSHNH3MNFRGW,TRUE,TRUE,TRUE,Yes,Yes,Yes,25,Male,United States of America,2-year College Degree,Business,Chrome,69.0.3497.100,Windows NT 10.0,1366x768,,A1NSHNH3MNFRGW,3YZ7A3YHR5T7NSIIO6C6UTP1Q825SN,3VBEN272MKZ7P95WV40ZMACL6BEGSL,easymap,FL_78
1/28/2021 14:54,1/28/2021 15:07,IP Address,47.227.92.75,100,788,TRUE,1/28/2021 15:07,R_cuMV86h7D2jTmnf,,,,,39.82380676,-86.14070129,anonymous,EN,A350SLJRMBIFM4,TRUE,TRUE,TRUE,Yes,Yes,Yes,62,Female,United States of America,Masters Degree,Graphic Design/illustration,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A350SLJRMBIFM4,3UUIU9GZC5582SVXD6HW4YLNSRG5TC,3ZQIG0FLQEGJENC0449MJ0IGZ2VVWZ,easyfov,FL_77
1/28/2021 15:24,1/28/2021 15:28,IP Address,67.218.213.74,100,249,TRUE,1/28/2021 15:28,R_3kHD1llrvo9Smk0,,,,,35.85969543,-82.71050262,anonymous,EN,A19S4W3QLLQJ0T,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Female,United States of America,High School / GED,N/A,Chrome,88.0.4324.104,Windows NT 6.3,1366x768,,A19S4W3QLLQJ0T,3EFNPKWBMSO484B21L5T5QLYHKS308,3JNQLM5FT4MU622ZCGI98K4P4Y32LC,easymap,FL_78
1/28/2021 15:47,1/28/2021 15:52,IP Address,67.20.229.90,100,247,TRUE,1/28/2021 15:52,R_29oy19fjcbC9g9t,,,,,40.6217041,-79.94309998,anonymous,EN,A2EJ7U3TZAKROG,TRUE,TRUE,TRUE,Yes,Yes,Yes,44,Male,United States of America,Doctoral Degree,Physics,Edge,88.0.705.53,Windows NT 10.0,1920x1080,,A2EJ7U3TZAKROG,3YZ7A3YHR5T7NSIIO6C6UTP1Q825SN,3HUTX6F6VUN2CN5WP8Y1018JZ39O2G,mediumfov,FL_79
1/28/2021 15:53,1/28/2021 15:56,IP Address,67.186.183.118,100,167,TRUE,1/28/2021 15:56,R_9nrmyuppwga2f4J,,,,,41.5480957,-73.00119781,anonymous,EN,A2GXLM74C7BDI8,TRUE,TRUE,TRUE,Yes,Yes,Yes,26,Female,United States of America,Some College,Sociology,Chrome,88.0.4324.104,Windows NT 10.0,2560x1440,,A2GXLM74C7BDI8,3EFNPKWBMSO484B21L5T5QLYHKS308,3VA45EW49NNVN2N064YNVIYE7XVO1Z,hardmap,FL_82
1/28/2021 15:56,1/28/2021 16:03,IP Address,174.246.204.180,100,403,TRUE,1/28/2021 16:03,R_1QMJENQtqz65FyI,,,,,30.42399597,-97.79319763,anonymous,EN,A2ML4TEAJTDQD0,TRUE,TRUE,TRUE,Yes,Yes,Yes,43,Male,United States of America,High School / GED,Cook,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A2ML4TEAJTDQD0,3YZ7A3YHR5T7NSIIO6C6UTP1Q825SN,3X0H8UUIT1O3MVVWA94H8DY90Z7SWZ,mediummap,FL_80
1/28/2021 15:58,1/28/2021 16:03,IP Address,108.185.71.126,100,299,TRUE,1/28/2021 16:03,R_4YM6sRnmqylmntL,,,,,33.9420929,-118.1302948,anonymous,EN,A2MUCL20GTQJA0,TRUE,TRUE,TRUE,Yes,Yes,Yes,34,Male,United States of America,4-year College Degree,Business Administration,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A2MUCL20GTQJA0,3YCT0L9OMM9BDHOOS68SOAPNHT1SNZ,3MAOD8E57QALVI8HCIJHB22AM25XNL,hardfov,FL_81
1/28/2021 15:57,1/28/2021 16:04,IP Address,23.123.176.107,100,424,TRUE,1/28/2021 16:04,R_pmxPPYTmKeLygU1,,,,,29.46980286,-98.53569794,anonymous,EN,A36W6GSNGVP8CO,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Non-Binary,United States of America,High School / GED,n/a,Chrome,87.0.4280.141,Windows NT 6.1,1366x768,,A36W6GSNGVP8CO,3YCT0L9OMM9BDHOOS68SOAPNHT1SNZ,36WLNQG78ZAAO9S3ENOGWIH9P7HEB5,hardmap,FL_82
1/21/2021 16:16,1/21/2021 16:18,IP Address,47.155.60.244,50,98,FALSE,1/28/2021 16:18,R_Dwrm3uqrG0OalhL,,,,,,,anonymous,EN,A5TWD5QD99GZY,TRUE,TRUE,TRUE,Yes,Yes,Yes,,,,,,,,,,,A5TWD5QD99GZY,32PT7WK7DMFY7OCWDXTOKX5HB2S3DE,3AMYWKA6YBMQUOOXCAA4QEPVEMJ6OE,FS_Dwrm3uqrG0OalhL,
1/28/2021 16:30,1/28/2021 16:32,IP Address,73.148.224.88,100,124,TRUE,1/28/2021 16:32,R_qz0ozqKRtodaN5T,,,,,30.35240173,-81.58670044,anonymous,EN,A28HB7240OFGEW,TRUE,TRUE,TRUE,Yes,Yes,Yes,26,Male,United States of America,4-year College Degree,Business,Chrome,88.0.4324.104,Windows NT 10.0,2560x1440,,A28HB7240OFGEW,3YCT0L9OMM9BDHOOS68SOAPNHT1SNZ,39LNWE0K4UW10D3VAXV2MN7P6KPIUR,easyfov,FL_77
1/28/2021 16:16,1/28/2021 16:38,IP Address,73.229.139.186,100,1298,TRUE,1/28/2021 16:38,R_2YxBRZskhFgdR1H,,,,,40.53770447,-105.0546036,anonymous,EN,A7OZPNXIVO1FX,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Female,United States of America,Masters Degree,Business Administration,Chrome,88.0.4324.104,Windows NT 10.0,1128x752,,A7OZPNXIVO1FX,3YCT0L9OMM9BDHOOS68SOAPNHT1SNZ,3EA3QWIZ4IVM00O6AS5SHRLNN7PTIK,mediumfov,FL_79
1/28/2021 15:49,1/28/2021 16:39,IP Address,108.41.51.195,100,3000,TRUE,1/28/2021 16:39,R_2VxcLPYABuqAnmQ,,,,,40.71090698,-73.73880005,anonymous,EN,A336V7IY38Q2WN,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Male,United States of America,4-year College Degree,Physics,Chrome,87.0.4280.88,Windows NT 6.1,2560x1440,,A336V7IY38Q2WN,3YCT0L9OMM9BDHOOS68SOAPNHT1SNZ,3JAOYWH7VI456MNYXPXOI7C3A4EL9O,easymap,FL_78
1/21/2021 18:06,1/21/2021 18:07,IP Address,73.21.69.204,50,23,FALSE,1/28/2021 18:07,R_2R93ZZeeuBHy8dL,,,,,,,anonymous,EN,ACON9O9NMFOHE,TRUE,TRUE,TRUE,Yes,Yes,Yes,,,,,,,,,,,ACON9O9NMFOHE,3ZFRE2BDQ9EDQNO6P4P9I5DO6F2XZ6,3V0Z7YWSIY0X27ETQKKFVT2RUAL2V2,FS_2R93ZZeeuBHy8dL,
1/22/2021 10:27,1/22/2021 10:27,IP Address,216.227.106.8,25,40,FALSE,1/29/2021 10:27,R_2X5uKgHNh6zW8FA,,,,,,,anonymous,EN,A2VNSNAN1LZBAM,TRUE,TRUE,TRUE,,,,,,,,,,,,,,A2VNSNAN1LZBAM,3NKW03WTLM7PNVIPS3AAPTNDSB1WQA,3XM0HYN6NKZCS3TDXS6HR2MY5RIEP7,FS_2X5uKgHNh6zW8FA,
1/22/2021 10:20,1/22/2021 10:46,IP Address,73.155.2.178,25,1535,FALSE,1/29/2021 10:46,R_YRD9e642Imou3zr,,,,,,,anonymous,EN,A3S3WYVCVWW8IZ,TRUE,TRUE,TRUE,,,,,,,,,,,,,,A3S3WYVCVWW8IZ,3NKW03WTLM7PNVIPS3AAPTNDSB1WQA,38F5OAUN5NCZ67GFR7K6CJSQXD4H7J,FS_YRD9e642Imou3zr,
1/29/2021 10:51,1/29/2021 10:53,IP Address,173.47.178.202,100,132,TRUE,1/29/2021 10:53,R_3rHPc0YCQP9JTOs,,,,,43.55529785,-111.8921967,anonymous,EN,A1N16ZU0FNQEY6,TRUE,TRUE,TRUE,Yes,Yes,Yes,32,Female,United States of America,4-year College Degree,Exercise Science,Chrome,87.0.4280.141,Windows NT 10.0,1842x1036,,A1N16ZU0FNQEY6,3UY4PIS8QRLBJXPUFNT8S92ERTE1NE,3DQQ64TANGL693F4IS0ND8TYDG7PWP,mediummap,FL_80
1/29/2021 10:54,1/29/2021 10:58,IP Address,72.201.33.86,100,221,TRUE,1/29/2021 10:58,R_1gzlSSqFPyf46XC,,,,,33.49099731,-112.2490997,anonymous,EN,A2CUAZD7OJDFYR,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Female,United States of America,High School / GED,medical billing,Chrome,88.0.4324.104,Windows NT 10.0,1360x768,,A2CUAZD7OJDFYR,335VBRURDJ0PEWFCQ15IHSQOBD19E6,3A4NIXBJ76ZKD66SMY1TNTINA4SMLX,hardfov,FL_81
1/29/2021 10:54,1/29/2021 10:58,IP Address,107.13.156.47,100,280,TRUE,1/29/2021 10:58,R_2QR2P1Kn1rvVByF,,,,,35.98060608,-78.84259796,anonymous,EN,A3609GDWR2JCCA,TRUE,TRUE,TRUE,Yes,Yes,Yes,34,Female,United States of America,Some College,deaf education,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A3609GDWR2JCCA,3UY4PIS8QRLBJXPUFNT8S92ERTE1NE,30H4UDGLT2IA4RLQEQU04AR7FETMPV,mediumfov,FL_79
1/29/2021 10:55,1/29/2021 11:00,IP Address,73.26.61.159,100,297,TRUE,1/29/2021 11:00,R_3MEXiIYv6izoIQq,,,,,35.17590332,-106.6015015,anonymous,EN,A6WXIKRYMXNIN,TRUE,TRUE,TRUE,Yes,Yes,Yes,55,Male,United States of America,4-year College Degree,Computer Science,Chrome,88.0.4324.104,Windows NT 10.0,1280x1024,,A6WXIKRYMXNIN,3UY4PIS8QRLBJXPUFNT8S92ERTE1NE,3CN4LGXD5XOO9FOLZ9QNV73JXSC4YD,mediummap,FL_80
